week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2005-01-08,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2005-01-08,"Eastern Africa",Kenya,"West Pokot","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.890,35.202
2005-01-08,"Eastern Africa",Uganda,Apac,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.931,32.502
2005-02-19,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2005-02-19,"Northern Africa",Sudan,"West Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.508,22.703
2005-03-12,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2005-03-12,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-03-12,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2005-03-19,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-03-26,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2005-04-02,"Western Africa",Nigeria,Abia,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.433,7.494
2005-04-02,"Northern Africa",Sudan,"Upper Nile","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",11.048,32.698
2005-04-09,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-04-16,"Middle Africa","Democratic Republic of Congo",Haut-Katanga,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-10.516,27.620
2005-04-16,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-0.551,28.719
2005-04-23,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2005-05-21,"Northern Africa",Sudan,"Red Sea","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",20.074,35.413
2005-05-28,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2005-06-11,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2005-06-18,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-06-25,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-07-02,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2005-07-09,"Middle Africa",Cameroon,Nord,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",8.637,13.873
2005-07-09,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-07-23,"Eastern Africa",Uganda,Alebtong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.266,33.325
2005-07-30,"Eastern Africa",Uganda,Alebtong,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.266,33.325
2005-08-13,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-0.551,28.719
2005-09-03,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2005-09-10,"Northern Africa",Sudan,Equatoria,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.680,31.690
2005-09-24,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-10-01,"Middle Africa","Central African Republic",Ouham-Pende,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.715,15.979
2005-10-01,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",7.621,6.854
2005-10-08,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2005-11-05,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",0.662,41.818
2005-11-12,"Middle Africa","Democratic Republic of Congo",Haut-Uele,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.337,28.789
2005-11-12,"Northern Africa",Sudan,"West Darfur","Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",13.508,22.703
2005-12-03,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-0.551,28.719
2005-12-31,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.130,29.051
2006-01-14,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-0.551,28.719
2006-01-21,"Middle Africa",Chad,Ouaddai,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.515,21.268
2006-01-28,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2006-02-04,"Middle Africa",Chad,Ouaddai,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.515,21.268
2006-02-04,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-02-25,"Eastern Africa",Kenya,Marsabit,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.885,37.706
2006-02-25,"Eastern Africa",Somalia,"Lower Juba","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",0.662,41.818
2006-03-04,"Western Africa",Nigeria,"Akwa Ibom","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.998,7.802
2006-03-04,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-03-11,"Middle Africa",Chad,Ouaddai,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.515,21.268
2006-03-11,"Northern Africa",Sudan,"South Kordofan","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",11.229,30.914
2006-03-18,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-3.297,28.167
2006-03-25,"Eastern Africa",Somalia,"Lower Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.971,44.659
2006-04-08,"Eastern Africa",Burundi,Muramvya,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.267,29.653
2006-04-08,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2006-04-08,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-04-22,"Eastern Africa",Ethiopia,Somali,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",7.247,44.728
2006-04-22,"Eastern Africa",Uganda,Apac,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",1.931,32.502
2006-04-29,"Eastern Africa",Burundi,Bubanza,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.118,29.399
2006-06-03,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2006-06-10,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",12.308,23.234
2006-06-17,"Middle Africa","Central African Republic",Ouham-Pende,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.715,15.979
2006-06-17,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-0.551,28.719
2006-06-17,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-07-01,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2006-07-01,"Eastern Africa",Kenya,Marsabit,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.885,37.706
2006-07-01,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2006-07-08,"Western Africa",Gambia,Banjul,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",13.452,-16.595
2006-07-08,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2006-07-22,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2006-08-05,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2006-08-05,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2006-08-12,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2006-08-12,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-08-19,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.532,13.127
2006-08-19,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-08-26,"Eastern Africa",Uganda,Nwoya,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",2.526,31.872
2006-09-02,"Eastern Africa",Burundi,Cibitoke,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",-2.847,29.262
2006-09-09,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2006-09-16,"Middle Africa","Democratic Republic of Congo",Tanganyika,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-6.716,27.969
2006-09-23,"Middle Africa","Central African Republic",Ouham-Pende,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",6.715,15.979
2006-10-07,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
2006-10-14,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-3.297,28.167
2006-10-28,"Eastern Africa",Somalia,"Middle Shabelle","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",3.016,45.875
2006-11-18,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",12.308,23.234
2006-12-09,"Northern Africa",Sudan,"South Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",10.900,24.302
2006-12-30,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2006-12-30,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",5.036,6.840
2007-01-06,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",5.036,6.840
2007-01-20,"Middle Africa",Chad,Ndjamena,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",12.152,15.020
2007-01-20,"Middle Africa","Democratic Republic of Congo",Tanganyika,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",-6.716,27.969
2007-01-20,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",2,0,0,"Political violence",4.825,5.959
2007-01-20,"Western Africa",Nigeria,Delta,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.760,6.327
2007-01-20,"Northern Africa",Sudan,"North Darfur","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",15.860,25.501
2007-01-27,"Middle Africa",Chad,"Wadi Fira","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",14.945,21.403
2007-02-03,"Western Africa",Nigeria,"Akwa Ibom","Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.998,7.802
2007-02-03,"Western Africa",Nigeria,Bayelsa,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",4.825,5.959
2007-02-17,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,0,"Political violence",5.036,6.840
