week,region,country,admin1,event_type,sub_event_type,events,fatalities,population_exposure,disorder_type,centroid_latitude,centroid_longitude
2021-01-23,"East Asia",China,Liaoning,"Violence against civilians","Abduction/forced disappearance",1,0,"175,872","Political violence",41.102,122.343
2021-01-23,"East Asia",China,Shanghai,"Violence against civilians","Abduction/forced disappearance",1,0,"16,127","Political violence",31.077,121.333
2021-01-23,"South America",Colombia,Antioquia,"Violence against civilians","Abduction/forced disappearance",1,0,"1,503","Political violence",7.157,-75.445
2021-01-23,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,"82,311","Political violence",2.130,29.051
2021-01-23,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",4,0,"4,185","Political violence",-0.551,28.719
2021-01-23,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",5,0,"120,467","Political violence",-3.297,28.167
2021-01-23,Caribbean,Haiti,Grande-Anse,"Violence against civilians","Abduction/forced disappearance",1,0,"24,721","Political violence",18.516,-74.099
2021-01-23,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",5,0,"41,703","Political violence",18.617,-72.174
2021-01-23,"Western Africa",Mali,Menaka,"Violence against civilians","Abduction/forced disappearance",1,0,778,"Political violence",16.661,2.916
2021-01-23,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",1,0,"18,816","Political violence",14.515,-3.649
2021-01-23,"North America",Mexico,"Ciudad de Mexico","Violence against civilians","Abduction/forced disappearance",1,0,"159,447","Political violence",19.320,-99.152
2021-01-23,"North America",Mexico,Mexico,"Violence against civilians","Abduction/forced disappearance",1,0,"185,260","Political violence",19.328,-99.822
2021-01-23,"North America",Mexico,Morelos,"Violence against civilians","Abduction/forced disappearance",1,0,"50,814","Political violence",18.734,-99.101
2021-01-23,"North America",Mexico,Sinaloa,"Violence against civilians","Abduction/forced disappearance",1,0,"95,380","Political violence",24.757,-107.386
2021-01-23,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",2,0,"77,939","Political violence",29.401,-110.554
2021-01-23,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",1,0,"86,596","Political violence",17.960,-95.178
2021-01-23,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",1,0,"1,620","Political violence",15.532,13.127
2021-01-23,"Western Africa",Nigeria,Anambra,"Violence against civilians","Abduction/forced disappearance",1,0,"25,959","Political violence",6.234,6.942
2021-01-23,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",1,0,"16,773","Political violence",11.876,13.435
2021-01-23,"Western Africa",Nigeria,Edo,"Violence against civilians","Abduction/forced disappearance",1,0,"78,479","Political violence",6.654,5.878
2021-01-23,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",1,0,123,"Political violence",10.262,7.873
2021-01-23,"Western Africa",Nigeria,Kogi,"Violence against civilians","Abduction/forced disappearance",1,0,"25,731","Political violence",7.621,6.854
2021-01-23,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",1,0,"1,626","Political violence",9.795,5.738
2021-01-23,"Western Africa",Nigeria,Taraba,"Violence against civilians","Abduction/forced disappearance",1,0,"46,410","Political violence",8.054,10.384
2021-01-23,"Middle East",Palestine,"West Bank","Violence against civilians","Abduction/forced disappearance",1,0,"6,760","Political violence",31.947,35.267
2021-01-23,"Eastern Africa",Somalia,Bay,"Violence against civilians","Abduction/forced disappearance",2,0,"56,797","Political violence",2.669,43.588
2021-01-23,"Eastern Africa",Somalia,Gedo,"Violence against civilians","Abduction/forced disappearance",1,0,633,"Political violence",2.768,41.770
2021-01-23,"Eastern Africa","South Sudan","Eastern Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,892,"Political violence",4.755,33.397
2021-01-23,"Eastern Africa","South Sudan","Northern Bahr el Ghazal","Violence against civilians","Abduction/forced disappearance",1,0,"14,639","Political violence",8.917,27.038
2021-01-23,"Northern Africa",Sudan,"Central Darfur","Violence against civilians","Abduction/forced disappearance",1,0,74,"Political violence",12.308,23.234
2021-01-23,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",5,0,"251,847","Political violence",36.413,40.552
2021-01-23,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",2,0,"91,408","Political violence",36.144,37.398
2021-01-23,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",7,0,"33,474","Political violence",36.027,38.922
2021-01-23,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",5,0,"73,145","Political violence",35.232,40.276
2021-01-23,"Eastern Africa",Uganda,Kampala,"Violence against civilians","Abduction/forced disappearance",1,0,"69,750","Political violence",0.315,32.591
2021-01-23,"Eastern Africa",Uganda,Wakiso,"Violence against civilians","Abduction/forced disappearance",1,0,"65,087","Political violence",0.288,32.478
2021-01-23,"South America",Venezuela,Bolivar,"Violence against civilians","Abduction/forced disappearance",1,0,"26,054","Political violence",6.027,-63.455
2021-01-23,"South America",Venezuela,"Delta Amacuro","Violence against civilians","Abduction/forced disappearance",1,0,"40,369","Political violence",8.885,-61.419
2021-01-23,"South America",Venezuela,Trujillo,"Violence against civilians","Abduction/forced disappearance",1,0,"2,850","Political violence",9.494,-70.582
2021-01-23,"South America",Venezuela,Zulia,"Violence against civilians","Abduction/forced disappearance",1,0,877,"Political violence",10.100,-72.443
2021-01-23,"Middle East",Yemen,Aden,"Violence against civilians","Abduction/forced disappearance",1,0,"18,556","Political violence",12.806,44.788
2021-01-23,"Middle East",Yemen,Lahij,"Violence against civilians","Abduction/forced disappearance",1,0,"38,008","Political violence",13.320,44.762
2021-01-23,"Middle East",Yemen,Taizz,"Violence against civilians","Abduction/forced disappearance",1,0,"2,272","Political violence",13.295,43.786
2021-01-30,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",3,0,"3,164","Political violence",12.257,1.006
2021-01-30,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",1,0,"29,886","Political violence",14.024,-0.768
2021-01-30,"Eastern Africa",Burundi,"Bujumbura Rural","Violence against civilians","Abduction/forced disappearance",2,0,"8,353","Political violence",-3.463,29.485
2021-01-30,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",2,0,"16,580","Political violence",11.456,14.792
2021-01-30,"Middle Africa",Cameroon,Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"1,575","Political violence",8.637,13.873
2021-01-30,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",2,0,"7,943","Political violence",5.236,9.281
2021-01-30,"South America",Colombia,Cauca,"Violence against civilians","Abduction/forced disappearance",2,0,"6,848","Political violence",2.142,-76.871
2021-01-30,"South America",Colombia,"Norte de Santander","Violence against civilians","Abduction/forced disappearance",2,0,"133,797","Political violence",8.082,-72.862
2021-01-30,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",3,0,"13,461","Political violence",2.130,29.051
2021-01-30,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",8,0,"178,562","Political violence",-0.551,28.719
2021-01-30,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",5,0,"124,304","Political violence",-3.297,28.167
2021-01-30,"Central America","El Salvador","San Salvador","Violence against civilians","Abduction/forced disappearance",1,0,"76,236","Political violence",13.770,-89.158
2021-01-30,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",7,0,"131,409","Political violence",18.617,-72.174
2021-01-30,"Central America",Honduras,Cortes,"Violence against civilians","Abduction/forced disappearance",1,0,"78,554","Political violence",15.357,-87.995
2021-01-30,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",2,0,"87,988","Political violence",14.515,-3.649
2021-01-30,"Western Africa",Mali,Tombouctou,"Violence against civilians","Abduction/forced disappearance",1,0,872,"Political violence",20.193,-3.819
2021-01-30,"North America",Mexico,Jalisco,"Violence against civilians","Abduction/forced disappearance",2,0,"137,888","Political violence",20.838,-103.217
2021-01-30,"North America",Mexico,Mexico,"Violence against civilians","Abduction/forced disappearance",1,0,"85,355","Political violence",19.328,-99.822
2021-01-30,"North America",Mexico,"Nuevo Leon","Violence against civilians","Abduction/forced disappearance",1,0,"29,724","Political violence",25.480,-99.502
2021-01-30,"Western Africa",Niger,Maradi,"Violence against civilians","Abduction/forced disappearance",1,0,"2,375","Political violence",14.232,7.475
2021-01-30,"Western Africa",Nigeria,Abia,"Violence against civilians","Abduction/forced disappearance",1,0,"13,435","Political violence",5.433,7.494
2021-01-30,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",2,0,"130,439","Political violence",11.876,13.435
2021-01-30,"Western Africa",Nigeria,"Federal Capital Territory","Violence against civilians","Abduction/forced disappearance",2,0,"106,024","Political violence",8.985,7.188
2021-01-30,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",1,0,"1,115","Political violence",10.262,7.873
2021-01-30,"South Asia",Pakistan,Balochistan,"Violence against civilians","Abduction/forced disappearance",1,0,105,"Political violence",28.460,65.815
2021-01-30,Europe,Russia,"Nizhny Novgorod","Violence against civilians","Abduction/forced disappearance",1,0,"38,141","Political violence",56.277,44.352
2021-01-30,"Northern Africa",Sudan,Gedaref,"Violence against civilians","Abduction/forced disappearance",1,0,"3,466","Political violence",14.214,35.022
2021-01-30,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",17,0,"137,691","Political violence",36.413,40.552
2021-01-30,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",2,0,"1,933","Political violence",36.144,37.398
2021-01-30,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",1,0,"3,906","Political violence",36.027,38.922
2021-01-30,"Middle East",Syria,Dara,"Violence against civilians","Abduction/forced disappearance",1,0,"11,113","Political violence",32.831,36.111
2021-01-30,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",10,0,"112,814","Political violence",35.232,40.276
2021-01-30,"Middle East",Syria,"Rural Damascus","Violence against civilians","Abduction/forced disappearance",1,0,14,"Political violence",33.454,37.431
2021-01-30,"Eastern Africa",Uganda,Gulu,"Violence against civilians","Abduction/forced disappearance",1,0,"37,517","Political violence",3.019,32.388
2021-01-30,"Eastern Africa",Uganda,Kibaale,"Violence against civilians","Abduction/forced disappearance",1,0,"2,355","Political violence",0.821,31.027
2021-01-30,"Eastern Africa",Uganda,Luwero,"Violence against civilians","Abduction/forced disappearance",1,0,"7,137","Political violence",0.846,32.603
2021-01-30,"South America",Venezuela,Bolivar,"Violence against civilians","Abduction/forced disappearance",1,0,"73,435","Political violence",6.027,-63.455
2021-01-30,"Middle East",Yemen,Aden,"Violence against civilians","Abduction/forced disappearance",1,0,"21,608","Political violence",12.806,44.788
2021-01-30,"Middle East",Yemen,"Amanat al Asimah","Violence against civilians","Abduction/forced disappearance",1,0,"60,002","Political violence",15.420,44.192
2021-01-30,"Middle East",Yemen,Marib,"Violence against civilians","Abduction/forced disappearance",1,0,"22,597","Political violence",15.333,45.452
2021-02-06,"South Asia",Bangladesh,Chittagong,"Violence against civilians","Abduction/forced disappearance",1,0,"38,710","Political violence",22.246,92.213
2021-02-06,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",2,0,731,"Political violence",14.024,-0.768
2021-02-06,"Eastern Africa",Burundi,Bubanza,"Violence against civilians","Abduction/forced disappearance",1,0,"21,001","Political violence",-3.118,29.399
2021-02-06,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",3,0,"106,370","Political violence",6.434,10.468
2021-02-06,"Middle Africa",Cameroon,Sud-Ouest,"Violence against civilians","Abduction/forced disappearance",3,0,"69,901","Political violence",5.236,9.281
2021-02-06,"Middle Africa","Central African Republic",Mbomou,"Violence against civilians","Abduction/forced disappearance",1,0,"4,877","Political violence",5.432,23.428
2021-02-06,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"124,066","Political violence",40.241,116.602
2021-02-06,"East Asia",China,Hunan,"Violence against civilians","Abduction/forced disappearance",1,0,"74,153","Political violence",27.400,111.360
2021-02-06,"South America",Colombia,Cauca,"Violence against civilians","Abduction/forced disappearance",1,0,"5,759","Political violence",2.142,-76.871
2021-02-06,"South America",Colombia,"Norte de Santander","Violence against civilians","Abduction/forced disappearance",1,0,"2,367","Political violence",8.082,-72.862
2021-02-06,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",3,0,"5,679","Political violence",-0.551,28.719
2021-02-06,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",3,0,"5,143","Political violence",-3.297,28.167
2021-02-06,"Middle Africa","Democratic Republic of Congo",Tanganyika,"Violence against civilians","Abduction/forced disappearance",1,0,"3,585","Political violence",-6.716,27.969
2021-02-06,"Central America","El Salvador","San Salvador","Violence against civilians","Abduction/forced disappearance",1,0,"83,416","Political violence",13.770,-89.158
2021-02-06,"Central America",Honduras,Comayagua,"Violence against civilians","Abduction/forced disappearance",1,0,"17,942","Political violence",14.555,-87.678
2021-02-06,"Middle East",Iraq,"Al Najaf","Violence against civilians","Abduction/forced disappearance",1,0,"115,301","Political violence",31.070,43.380
2021-02-06,"Middle East",Iraq,Duhok,"Violence against civilians","Abduction/forced disappearance",1,0,"91,982","Political violence",37.045,43.139
2021-02-06,"Middle East",Iraq,Kirkuk,"Violence against civilians","Abduction/forced disappearance",1,0,"98,913","Political violence",35.286,44.060
2021-02-06,"Eastern Africa",Kenya,Nairobi,"Violence against civilians","Abduction/forced disappearance",1,0,"24,519","Political violence",-1.302,36.827
2021-02-06,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",1,0,127,"Political violence",14.515,-3.649
2021-02-06,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",2,0,"119,650","Political violence",29.401,-110.554
2021-02-06,"North America",Mexico,"Veracruz de Ignacio de la Llave","Violence against civilians","Abduction/forced disappearance",1,0,"86,596","Political violence",17.960,-95.178
2021-02-06,"Eastern Africa",Mozambique,"Cabo Delgado","Violence against civilians","Abduction/forced disappearance",1,0,"8,461","Political violence",-12.320,39.357
2021-02-06,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",1,0,42,"Political violence",19.409,94.232
2021-02-06,"Western Africa",Nigeria,Anambra,"Violence against civilians","Abduction/forced disappearance",1,0,"42,494","Political violence",6.234,6.942
2021-02-06,"Western Africa",Nigeria,Delta,"Violence against civilians","Abduction/forced disappearance",3,0,"139,849","Political violence",5.760,6.327
2021-02-06,"Western Africa",Nigeria,Edo,"Violence against civilians","Abduction/forced disappearance",1,0,"78,479","Political violence",6.654,5.878
2021-02-06,"Western Africa",Nigeria,"Federal Capital Territory","Violence against civilians","Abduction/forced disappearance",1,0,"26,382","Political violence",8.985,7.188
2021-02-06,"Western Africa",Nigeria,Kwara,"Violence against civilians","Abduction/forced disappearance",1,0,"115,797","Political violence",9.086,4.571
2021-02-06,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",1,0,"139,326","Political violence",5.036,6.840
2021-02-06,"Western Africa",Nigeria,Taraba,"Violence against civilians","Abduction/forced disappearance",2,0,"58,507","Political violence",8.054,10.384
2021-02-06,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",1,0,"22,813","Political violence",12.083,6.002
2021-02-06,"Eastern Africa",Rwanda,South,"Violence against civilians","Abduction/forced disappearance",1,0,"9,698","Political violence",-2.286,29.682
2021-02-06,"Eastern Africa","South Sudan","Central Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,85,"Political violence",4.890,31.459
2021-02-06,"Eastern Africa","South Sudan","Western Equatoria","Violence against civilians","Abduction/forced disappearance",1,0,"1,376","Political violence",5.540,29.146
2021-02-06,"Northern Africa",Sudan,Gedaref,"Violence against civilians","Abduction/forced disappearance",1,0,70,"Political violence",14.214,35.022
2021-02-06,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",7,0,"137,855","Political violence",36.413,40.552
2021-02-06,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",1,0,"1,675","Political violence",36.144,37.398
2021-02-06,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",4,0,"27,171","Political violence",36.027,38.922
2021-02-06,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",5,0,"56,236","Political violence",35.232,40.276
2021-02-06,"Middle East",Syria,Quneitra,"Violence against civilians","Abduction/forced disappearance",1,0,"6,908","Political violence",33.011,35.799
2021-02-06,"Eastern Africa",Uganda,Masindi,"Violence against civilians","Abduction/forced disappearance",1,0,"18,742","Political violence",1.812,31.737
2021-02-06,"Eastern Africa",Uganda,Mityana,"Violence against civilians","Abduction/forced disappearance",1,0,"4,276","Political violence",0.453,32.078
2021-02-06,"South America",Venezuela,Bolivar,"Violence against civilians","Abduction/forced disappearance",1,0,"12,616","Political violence",6.027,-63.455
2021-02-06,"Middle East",Yemen,Shabwah,"Violence against civilians","Abduction/forced disappearance",1,0,"11,275","Political violence",14.651,46.620
2021-02-13,"Caucasus and Central Asia",Afghanistan,Herat,"Violence against civilians","Abduction/forced disappearance",2,0,"144,580","Political violence",34.239,62.068
2021-02-13,"South America",Brazil,Bahia,"Violence against civilians","Abduction/forced disappearance",1,0,"116,967","Political violence",-13.423,-42.656
2021-02-13,"South America",Brazil,"Espirito Santo","Violence against civilians","Abduction/forced disappearance",1,0,"2,130","Political violence",-19.597,-40.443
2021-02-13,"Western Africa","Burkina Faso","Boucle du Mouhoun","Violence against civilians","Abduction/forced disappearance",1,0,"1,007","Political violence",12.474,-3.589
2021-02-13,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",3,0,"6,213","Political violence",12.257,1.006
2021-02-13,"Western Africa","Burkina Faso",Sahel,"Violence against civilians","Abduction/forced disappearance",2,0,"1,430","Political violence",14.024,-0.768
2021-02-13,"Eastern Africa",Burundi,"Bujumbura Rural","Violence against civilians","Abduction/forced disappearance",1,0,"10,711","Political violence",-3.463,29.485
2021-02-13,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",1,0,"11,342","Political violence",11.456,14.792
2021-02-13,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",2,0,"24,360","Political violence",6.434,10.468
2021-02-13,"Middle Africa","Central African Republic",Haute-Kotto,"Violence against civilians","Abduction/forced disappearance",1,0,188,"Political violence",7.330,22.946
2021-02-13,"Middle Africa","Central African Republic",Nana-Mambere,"Violence against civilians","Abduction/forced disappearance",1,0,"12,143","Political violence",5.842,15.281
2021-02-13,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",1,0,"136,911","Political violence",40.241,116.602
2021-02-13,"East Asia",China,Shanghai,"Violence against civilians","Abduction/forced disappearance",1,0,"344,835","Political violence",31.077,121.333
2021-02-13,"South America",Colombia,Antioquia,"Violence against civilians","Abduction/forced disappearance",1,0,"2,426","Political violence",7.157,-75.445
2021-02-13,"South America",Colombia,Narino,"Violence against civilians","Abduction/forced disappearance",1,0,"4,912","Political violence",1.494,-77.897
2021-02-13,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"4,163","Political violence",-0.551,28.719
2021-02-13,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",1,0,"9,182","Political violence",-3.297,28.167
2021-02-13,"Northern Africa",Egypt,"North Sinai","Violence against civilians","Abduction/forced disappearance",1,0,"2,613","Political violence",30.428,33.616
2021-02-13,"Eastern Africa",Ethiopia,Oromia,"Violence against civilians","Abduction/forced disappearance",1,0,"1,463","Political violence",6.950,40.414
2021-02-13,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",5,0,"96,383","Political violence",18.617,-72.174
2021-02-13,"Central America",Honduras,Cortes,"Violence against civilians","Abduction/forced disappearance",1,0,"78,554","Political violence",15.357,-87.995
2021-02-13,"Middle East",Iraq,Diyala,"Violence against civilians","Abduction/forced disappearance",1,0,618,"Political violence",34.071,44.890
2021-02-13,"North America",Mexico,Guerrero,"Violence against civilians","Abduction/forced disappearance",1,0,"64,178","Political violence",17.602,-99.946
2021-02-13,"Southeast Asia",Myanmar,Shan-North,"Violence against civilians","Abduction/forced disappearance",1,0,"1,798","Political violence",22.822,98.007
2021-02-13,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",2,0,"1,922","Political violence",15.532,13.127
2021-02-13,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",1,0,"240,517","Political violence",11.876,13.435
2021-02-13,"Western Africa",Nigeria,Delta,"Violence against civilians","Abduction/forced disappearance",1,0,"100,189","Political violence",5.760,6.327
2021-02-13,"Western Africa",Nigeria,Kaduna,"Violence against civilians","Abduction/forced disappearance",1,0,"1,647","Political violence",10.262,7.873
2021-02-13,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",3,0,"58,106","Political violence",12.243,7.506
2021-02-13,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",1,0,"15,256","Political violence",9.795,5.738
2021-02-13,"East Asia","North Korea",Chagang,"Violence against civilians","Abduction/forced disappearance",2,0,"121,499","Political violence",40.900,126.711
2021-02-13,"Southeast Asia",Philippines,"National Capital Region","Violence against civilians","Abduction/forced disappearance",1,0,"489,202","Political violence",14.568,121.040
2021-02-13,"Eastern Africa",Somalia,Gedo,"Violence against civilians","Abduction/forced disappearance",1,0,"6,249","Political violence",2.768,41.770
2021-02-13,"Eastern Africa","South Sudan",Jonglei,"Violence against civilians","Abduction/forced disappearance",1,0,"6,679","Political violence",7.631,32.141
2021-02-13,"Middle East",Syria,"Al Hasakeh","Violence against civilians","Abduction/forced disappearance",7,0,"149,787","Political violence",36.413,40.552
2021-02-13,"Middle East",Syria,Aleppo,"Violence against civilians","Abduction/forced disappearance",1,0,"85,402","Political violence",36.144,37.398
2021-02-13,"Middle East",Syria,"Ar Raqqa","Violence against civilians","Abduction/forced disappearance",2,0,"16,892","Political violence",36.027,38.922
2021-02-13,"Middle East",Syria,"Deir ez Zor","Violence against civilians","Abduction/forced disappearance",3,0,"31,896","Political violence",35.232,40.276
2021-02-13,"Middle East",Yemen,"Al Hudaydah","Violence against civilians","Abduction/forced disappearance",1,0,"5,719","Political violence",14.779,43.218
2021-02-13,"Middle East",Yemen,Shabwah,"Violence against civilians","Abduction/forced disappearance",1,0,"23,715","Political violence",14.651,46.620
2021-02-20,"Caucasus and Central Asia",Afghanistan,Kunduz,"Violence against civilians","Abduction/forced disappearance",1,0,"50,650","Political violence",36.804,68.666
2021-02-20,"Caucasus and Central Asia",Afghanistan,Urozgan,"Violence against civilians","Abduction/forced disappearance",1,0,"35,002","Political violence",32.801,66.008
2021-02-20,"South America",Brazil,"Sao Paulo","Violence against civilians","Abduction/forced disappearance",1,0,"128,629","Political violence",-22.517,-49.306
2021-02-20,"Western Africa","Burkina Faso",Est,"Violence against civilians","Abduction/forced disappearance",1,0,"2,995","Political violence",12.257,1.006
2021-02-20,"Middle Africa",Cameroon,Extreme-Nord,"Violence against civilians","Abduction/forced disappearance",2,0,"4,205","Political violence",11.456,14.792
2021-02-20,"Middle Africa",Cameroon,Nord-Ouest,"Violence against civilians","Abduction/forced disappearance",4,0,"124,195","Political violence",6.434,10.468
2021-02-20,"Middle Africa",Chad,Lac,"Violence against civilians","Abduction/forced disappearance",1,0,"15,306","Political violence",13.753,14.176
2021-02-20,"East Asia",China,Beijing,"Violence against civilians","Abduction/forced disappearance",2,0,"220,982","Political violence",40.241,116.602
2021-02-20,"East Asia",China,Jiangsu,"Violence against civilians","Abduction/forced disappearance",1,0,"172,508","Political violence",32.938,119.917
2021-02-20,"East Asia",China,Shanghai,"Violence against civilians","Abduction/forced disappearance",1,0,"344,835","Political violence",31.077,121.333
2021-02-20,"South America",Colombia,Antioquia,"Violence against civilians","Abduction/forced disappearance",1,0,"4,006","Political violence",7.157,-75.445
2021-02-20,"Middle Africa","Democratic Republic of Congo",Ituri,"Violence against civilians","Abduction/forced disappearance",1,0,"42,029","Political violence",2.130,29.051
2021-02-20,"Middle Africa","Democratic Republic of Congo",Nord-Kivu,"Violence against civilians","Abduction/forced disappearance",4,0,"13,536","Political violence",-0.551,28.719
2021-02-20,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,"Violence against civilians","Abduction/forced disappearance",3,0,"12,925","Political violence",-3.297,28.167
2021-02-20,Caribbean,Haiti,Ouest,"Violence against civilians","Abduction/forced disappearance",1,0,"44,183","Political violence",18.617,-72.174
2021-02-20,"Central America",Honduras,Atlantida,"Violence against civilians","Abduction/forced disappearance",1,0,"35,792","Political violence",15.674,-87.042
2021-02-20,"Western Africa","Ivory Coast",Lacs,"Violence against civilians","Abduction/forced disappearance",1,0,"32,962","Political violence",7.118,-4.560
2021-02-20,"Western Africa",Mali,Mopti,"Violence against civilians","Abduction/forced disappearance",1,0,768,"Political violence",14.515,-3.649
2021-02-20,"North America",Mexico,Hidalgo,"Violence against civilians","Abduction/forced disappearance",1,0,"11,780","Political violence",20.497,-99.214
2021-02-20,"North America",Mexico,Morelos,"Violence against civilians","Abduction/forced disappearance",1,0,"50,814","Political violence",18.734,-99.101
2021-02-20,"North America",Mexico,"Nuevo Leon","Violence against civilians","Abduction/forced disappearance",1,0,"76,639","Political violence",25.480,-99.502
2021-02-20,"North America",Mexico,Puebla,"Violence against civilians","Abduction/forced disappearance",1,0,"6,341","Political violence",19.350,-97.420
2021-02-20,"North America",Mexico,Sonora,"Violence against civilians","Abduction/forced disappearance",1,0,"62,552","Political violence",29.401,-110.554
2021-02-20,"Southeast Asia",Myanmar,Rakhine,"Violence against civilians","Abduction/forced disappearance",1,0,"1,328","Political violence",19.409,94.232
2021-02-20,"Western Africa",Niger,Diffa,"Violence against civilians","Abduction/forced disappearance",1,0,"6,952","Political violence",15.532,13.127
2021-02-20,"Western Africa",Nigeria,Borno,"Violence against civilians","Abduction/forced disappearance",2,0,"252,212","Political violence",11.876,13.435
2021-02-20,"Western Africa",Nigeria,Imo,"Violence against civilians","Abduction/forced disappearance",1,0,"29,529","Political violence",5.555,7.030
2021-02-20,"Western Africa",Nigeria,Katsina,"Violence against civilians","Abduction/forced disappearance",1,0,"19,982","Political violence",12.243,7.506
2021-02-20,"Western Africa",Nigeria,Niger,"Violence against civilians","Abduction/forced disappearance",1,0,"2,681","Political violence",9.795,5.738
2021-02-20,"Western Africa",Nigeria,Ogun,"Violence against civilians","Abduction/forced disappearance",1,0,227,"Political violence",7.117,3.267
2021-02-20,"Western Africa",Nigeria,Oyo,"Violence against civilians","Abduction/forced disappearance",1,0,"1,867","Political violence",8.133,3.614
2021-02-20,"Western Africa",Nigeria,Rivers,"Violence against civilians","Abduction/forced disappearance",3,0,"33,540","Political violence",5.036,6.840
2021-02-20,"Western Africa",Nigeria,Zamfara,"Violence against civilians","Abduction/forced disappearance",1,0,629,"Political violence",12.083,6.002
2021-02-20,"East Asia","North Korea",Nampo,"Violence against civilians","Abduction/forced disappearance",1,0,"1,706","Political violence",38.848,125.335
